1.000,4.147
2.000,3.201
3.000,3.017
4.000,2.729
5.000,3.007
6.000,3.879
7.000,3.410
8.000,3.015
9.000,2.657
10.000,3.541
11.000,3.794
12.000,2.362
13.000,3.263
14.000,3.542
15.000,2.459
16.000,3.793
17.000,4.028
18.000,3.338
19.000,2.481
20.000,2.538
21.000,3.624
22.000,3.349
23.000,2.857
24.000,3.179
25.000,3.651
26.000,3.530
27.000,2.934
28.000,4.056
29.000,4.062
30.000,3.649
31.000,3.113
32.000,3.946
33.000,3.000
34.000,3.891
35.000,3.314
36.000,3.958
37.000,3.500
38.000,2.821
39.000,3.623
40.000,3.933
41.000,3.959
42.000,2.869
43.000,3.446
44.000,2.788
45.000,3.425
46.000,3.108
47.000,4.106
48.000,2.976
49.000,3.741
50.000,4.517
52.000,3.640
53.000,4.750
54.000,2.561
55.000,3.067
56.000,2.000
57.000,3.404
58.000,4.094
59.000,2.750
60.000,3.213
61.000,3.000
62.000,3.697
63.000,2.856
64.000,2.266
65.000,2.063
66.000,1.670
67.000,3.250
68.000,3.450
69.000,3.655
70.000,3.156
71.000,2.104
72.000,3.634
73.000,3.817
74.000,2.975
75.000,1.917
76.000,2.854
77.000,3.765
78.000,3.260
79.000,2.605
80.000,3.827
81.000,3.163
82.000,3.876
83.000,3.697
84.000,3.095
85.000,3.402
86.000,3.394
87.000,2.211
88.000,2.943
89.000,3.074
90.000,3.667
92.000,2.341
93.000,2.236
94.000,3.725
95.000,2.876
96.000,3.923
97.000,3.750
98.000,2.000
99.000,3.460
100.000,3.062
101.000,3.870
102.000,1.817
103.000,3.212
104.000,3.526
105.000,3.233
106.000,3.583
107.000,3.148
108.000,2.857
110.000,4.235
111.000,4.184
112.000,3.444
113.000,2.981
114.000,3.091
116.000,4.098
117.000,3.633
118.000,3.074
119.000,2.462
120.000,2.667
121.000,4.054
122.000,2.768
123.000,3.870
124.000,3.214
125.000,3.833
126.000,1.990
127.000,1.000
128.000,4.333
129.000,3.308
130.000,4.000
131.000,3.062
132.000,2.495
133.000,1.000
134.000,4.000
135.000,2.812
136.000,3.250
137.000,3.000
138.000,2.500
139.000,4.000
140.000,3.165
141.000,3.550
142.000,1.000
144.000,3.393
145.000,3.296
146.000,2.889
147.000,3.541
148.000,2.783
149.000,3.787
150.000,4.074
151.000,3.588
152.000,3.000
153.000,2.642
154.000,3.726
155.000,3.414
156.000,3.561
157.000,2.733
158.000,2.981
159.000,3.284
160.000,2.239
161.000,3.724
162.000,4.063
163.000,3.457
164.000,3.567
165.000,3.561
166.000,2.459
167.000,3.600
168.000,2.950
169.000,2.018
170.000,3.146
171.000,3.570
172.000,2.576
173.000,2.309
174.000,2.309
175.000,3.477
176.000,3.917
177.000,2.734
178.000,3.474
179.000,2.208
180.000,3.548
181.000,1.613
182.000,3.143
183.000,3.483
184.000,3.346
185.000,2.870
186.000,2.763
187.000,3.238
188.000,3.221
189.000,3.400
190.000,3.750
191.000,2.467
192.000,3.000
193.000,2.051
194.000,3.756
195.000,2.841
196.000,2.824
197.000,3.059
198.000,3.296
199.000,3.812
200.000,2.417
201.000,2.636
202.000,2.500
203.000,3.054
204.000,2.921
205.000,3.612
206.000,3.671
207.000,3.132
208.000,2.631
209.000,2.462
210.000,3.146
211.000,3.559
212.000,1.929
213.000,4.057
214.000,4.250
215.000,3.806
216.000,3.183
217.000,2.625
218.000,3.128
219.000,3.182
220.000,1.821
222.000,3.547
223.000,3.947
224.000,3.391
225.000,3.173
226.000,2.000
227.000,2.674
228.000,2.154
229.000,3.500
230.000,3.453
231.000,3.192
232.000,4.075
233.000,3.613
234.000,2.224
235.000,3.697
236.000,3.304
237.000,2.973
238.000,2.812
239.000,2.875
240.000,2.711
241.000,3.310
242.000,3.500
243.000,2.100
244.000,1.900
245.000,3.000
246.000,4.189
247.000,3.866
248.000,2.913
249.000,3.759
250.000,2.600
251.000,3.278
252.000,3.270
253.000,3.524
254.000,3.079
255.000,2.061
256.000,2.651
257.000,3.228
258.000,2.424
259.000,2.843
260.000,4.454
261.000,3.649
262.000,3.872
263.000,3.857
264.000,3.200
265.000,3.933
266.000,3.426
267.000,2.729
268.000,3.370
269.000,3.527
270.000,3.038
271.000,3.143
272.000,3.726
273.000,2.898
274.000,2.375
275.000,2.538
276.000,2.693
277.000,3.182
278.000,2.750
279.000,3.717
280.000,3.571
281.000,3.648
282.000,3.223
283.000,3.000
286.000,3.000
287.000,2.905
288.000,3.144
289.000,3.342
290.000,3.917
291.000,2.208
292.000,3.269
293.000,4.106
294.000,3.095
295.000,2.759
296.000,4.278
297.000,3.107
298.000,3.913
299.000,3.664
300.000,3.759
301.000,3.302
302.000,3.814
303.000,2.976
304.000,3.143
305.000,2.504
306.000,4.228
307.000,4.099
308.000,3.965
309.000,3.688
310.000,2.667
311.000,3.000
312.000,2.438
313.000,2.889
314.000,3.850
315.000,2.654
316.000,3.490
317.000,3.192
318.000,4.555
319.000,3.894
320.000,3.406
321.000,3.754
322.000,3.713
324.000,3.970
325.000,2.449
326.000,4.344
327.000,2.615
328.000,3.111
329.000,3.377
330.000,2.732
331.000,3.095
332.000,2.547
333.000,3.502
334.000,3.860
335.000,3.488
336.000,2.684
337.000,3.841
338.000,2.882
339.000,3.499
340.000,3.274
341.000,3.839
342.000,3.678
343.000,2.429
344.000,3.149
345.000,3.806
346.000,3.525
347.000,3.174
348.000,3.699
349.000,3.726
350.000,3.392
351.000,3.342
352.000,3.134
353.000,3.446
354.000,3.179
355.000,2.352
356.000,4.088
357.000,3.744
358.000,3.170
359.000,3.211
360.000,2.496
361.000,3.422
362.000,3.364
363.000,4.258
364.000,3.861
365.000,3.169
366.000,2.821
367.000,3.279
368.000,3.524
369.000,3.310
370.000,2.898
371.000,3.179
372.000,3.154
373.000,3.857
374.000,2.115
375.000,3.294
376.000,3.246
377.000,3.565
378.000,2.893
379.000,2.890
380.000,3.634
381.000,3.261
382.000,2.934
383.000,3.267
384.000,2.900
385.000,3.400
386.000,2.600
387.000,2.745
388.000,3.639
389.000,3.700
390.000,3.542
391.000,3.275
392.000,2.800
393.000,1.857
394.000,3.667
396.000,4.000
397.000,2.417
398.000,4.000
401.000,3.000
402.000,3.000
404.000,3.750
405.000,2.123
406.000,3.625
407.000,2.912
408.000,3.319
409.000,3.020
410.000,2.907
411.000,2.615
412.000,3.559
413.000,2.531
414.000,2.656
415.000,2.480
416.000,2.427
417.000,3.486
418.000,2.517
419.000,2.192
420.000,2.506
421.000,3.362
422.000,3.123
423.000,3.109
424.000,2.600
425.000,3.610
426.000,3.082
427.000,2.367
428.000,3.932
429.000,2.380
430.000,2.417
431.000,3.691
432.000,2.579
433.000,2.792
434.000,3.085
435.000,2.606
436.000,2.652
437.000,2.047
438.000,2.625
439.000,4.500
440.000,3.811
441.000,3.694
442.000,2.992
443.000,3.387
444.000,2.296
445.000,2.610
446.000,4.083
447.000,2.484
448.000,3.601
449.000,3.662
450.000,3.281
451.000,3.151
452.000,3.289
453.000,3.224
454.000,3.547
455.000,2.589
456.000,4.000
457.000,4.103
458.000,3.276
459.000,2.832
460.000,2.263
461.000,3.279
462.000,2.643
463.000,2.745
464.000,2.782
465.000,3.314
466.000,2.796
467.000,3.204
468.000,3.271
469.000,2.957
470.000,1.737
471.000,3.631
472.000,2.705
473.000,2.225
474.000,3.825
475.000,3.901
476.000,2.686
477.000,3.467
478.000,2.458
479.000,2.797
480.000,3.764
481.000,3.381
482.000,3.528
483.000,3.743
484.000,2.655
485.000,2.508
486.000,2.812
487.000,2.613
488.000,3.385
489.000,2.474
490.000,3.324
491.000,3.316
492.000,3.719
493.000,3.607
494.000,3.346
495.000,3.381
496.000,3.216
497.000,4.000
498.000,2.745
499.000,2.755
500.000,3.420
501.000,3.606
502.000,1.935
503.000,3.692
504.000,2.955
505.000,2.493
506.000,3.491
507.000,3.523
508.000,3.895
509.000,3.674
510.000,2.405
511.000,3.105
512.000,2.872
513.000,3.119
514.000,3.532
515.000,3.918
516.000,2.871
517.000,3.175
518.000,2.456
519.000,1.941
520.000,2.930
521.000,3.368
522.000,3.566
523.000,3.658
524.000,3.616
525.000,3.190
526.000,2.500
527.000,4.510
528.000,2.515
529.000,3.978
530.000,3.500
531.000,3.769
532.000,3.049
533.000,2.734
534.000,3.836
535.000,3.817
536.000,3.164
537.000,3.077
538.000,3.822
539.000,3.761
540.000,2.219
541.000,4.273
542.000,2.675
543.000,3.384
544.000,2.643
545.000,2.000
546.000,1.874
547.000,2.879
548.000,2.547
549.000,3.822
550.000,3.017
551.000,3.718
